,:@computed_region_43wa_7qmu,:@computed_region_6mkv_f3dw,:@computed_region_awaf_s7ux,:@computed_region_bdys_3d7i,:@computed_region_d3ds_rm58,:@computed_region_d9mm_jgwp,:@computed_region_rpca_8um6,:@computed_region_vrxf_vc4k,arrest,beat,block,case_number,community_area,description,district,domestic,fbi_code,id,iucr,latitude,location,location_description,longitude,primary_type,updated_on,ward,x_coordinate,y_coordinate,year,Date,Time (CT)
1253,18,21538,13,110,21,5,39,46,False,1921,024XX W ADDISON ST,JC324172,5,$500 AND UNDER,019,False,06,11738321,0820,41.946727243,"{'latitude': '41.946727243', 'longitude': '-87.688560416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","SCHOOL, PUBLIC, GROUNDS",-87.688560416,THEFT,2019-07-04T16:09:46.000,47,1159654,1923837,2019,2019-07-04,16:09:46
1254,36,21182,22,626,74,14,6,37,False,1834,004XX N RUSH ST,JC324663,8,OVER $500,018,False,06,11737938,0810,41.890336879,"{'latitude': '41.890336879', 'longitude': '-87.625329768', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARKING LOT/GARAGE(NON.RESID.),-87.625329768,THEFT,2019-07-04T16:09:46.000,42,1177025,1903424,2019,2019-07-04,16:09:46
1256,14,21572,36,704,141,16,30,28,True,1133,037XX W POLK ST,JC324159,27,POSS: CRACK,011,False,18,11737320,2027,41.870826375,"{'latitude': '41.870826375', 'longitude': '-87.718424566', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",VEHICLE NON-COMMERCIAL,-87.718424566,NARCOTICS,2019-07-04T16:09:46.000,24,1151728,1896119,2019,2019-07-04,16:09:46
1257,23,21184,11,39,77,15,28,28,True,1222,031XX W MADISON ST,JC324101,27,RETAIL THEFT,012,False,06,11737388,0860,41.880988964,"{'latitude': '41.880988964', 'longitude': '-87.704854042', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SMALL RETAIL STORE,-87.704854042,THEFT,2019-07-05T16:04:22.000,28,1155397,1899849,2019,2019-07-05,16:04:22
1258,2,14924,19,767,128,23,37,59,False,0932,018XX W 52ND ST,JC324104,61,STRONGARM - NO WEAPON,009,False,03,11738298,0320,41.799454246,"{'latitude': '41.799454246', 'longitude': '-87.670227134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ALLEY,-87.670227134,ROBBERY,2019-07-04T16:09:46.000,16,1165056,1870209,2019,2019-07-04,16:09:46
1259,45,22615,4,62,195,6,2,26,True,2533,046XX W NORTH AVE,JC324108,25,RETAIL THEFT,025,False,06,11737275,0860,41.909664252,"{'latitude': '41.909664252', 'longitude': '-87.742728815', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SMALL RETAIL STORE,-87.742728815,THEFT,2019-07-04T16:09:46.000,37,1145011,1910225,2019,2019-07-04,16:09:46
1260,22,21861,45,524,260,10,19,45,False,0513,003XX W 109TH PL,JC324076,49,TO PROPERTY,005,False,14,11737290,1310,41.695221499,"{'latitude': '41.695221499', 'longitude': '-87.631219523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.631219523,CRIMINAL DAMAGE,2019-07-04T16:09:46.000,34,1176002,1832312,2019,2019-07-04,16:09:46
1261,35,21202,9,431,224,19,25,41,True,0411,082XX S CORNELL AVE,JC324083,45,SIMPLE,004,False,08A,11737286,0560,41.745068391,"{'latitude': '41.745068391', 'longitude': '-87.584146411', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE PORCH/HALLWAY,-87.584146411,ASSAULT,2019-07-04T16:09:46.000,8,1188700,1850584,2019,2019-07-04,16:09:46
1262,37,21202,43,420,222,19,24,39,True,0414,023XX E 79TH ST,JC324098,46,TO LAND,004,False,26,11737257,1330,41.751719438,"{'latitude': '41.751719438', 'longitude': '-87.566914357', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GAS STATION,-87.566914357,CRIMINAL TRESPASS,2019-07-04T16:09:46.000,7,1193381,1853049,2019,2019-07-04,16:09:46
1263,22,22212,45,7,218,10,27,50,False,0523,129XX S PEORIA ST,JC327502,53,AUTOMOBILE,005,False,07,11740582,0910,41.659137755,"{'latitude': '41.659137755', 'longitude': '-87.643717256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.643717256,MOTOR VEHICLE THEFT,2019-07-04T16:09:46.000,34,1172694,1819136,2019,2019-07-04,16:09:46
1264,35,21546,31,430,248,20,61,40,True,0633,006XX E 90TH PL,JC324065,44,FROM BUILDING,006,True,06,11737196,0890,41.730200685,"{'latitude': '41.730200685', 'longitude': '-87.608685353', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.608685353,THEFT,2019-07-04T16:09:46.000,8,1182049,1845109,2019,2019-07-04,16:09:46
1266,14,21572,36,36,140,16,30,28,False,1134,033XX W POLK ST,JC324069,27,DOMESTIC BATTERY SIMPLE,011,True,08B,11737291,0486,41.870920735,"{'latitude': '41.870920735', 'longitude': '-87.709461362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.709461362,BATTERY,2019-07-04T16:09:46.000,24,1154169,1896171,2019,2019-07-04,16:09:46
1267,10,4301,1,561,101,24,36,1,True,0212,036XX S RHODES AVE,JC324109,35,TO LAND,002,False,26,11737247,1330,41.82891049,"{'latitude': '41.82891049', 'longitude': '-87.614438175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.614438175,CRIMINAL TRESPASS,2019-07-05T16:04:22.000,4,1180178,1881065,2019,2019-07-05,16:04:22
1268,32,21546,31,474,223,18,61,67,False,0323,073XX S WABASH AVE,JC325492,69,$500 AND UNDER,003,False,06,11738496,0820,41.761134584,"{'latitude': '41.761134584', 'longitude': '-87.623203852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.623203852,THEFT,2019-07-04T16:09:46.000,6,1177993,1856348,2019,2019-07-04,16:09:46
1269,14,21572,36,36,140,16,30,28,False,1134,033XX W POLK ST,JC324077,27,DOMESTIC BATTERY SIMPLE,011,True,08B,11737296,0486,41.870920735,"{'latitude': '41.870920735', 'longitude': '-87.709461362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.709461362,BATTERY,2019-07-04T16:09:46.000,24,1154169,1896171,2019,2019-07-04,16:09:46
1270,46,4299,41,423,65,16,5,24,True,1121,008XX N DRAKE AVE,JC324222,23,MANU/DELIVER: HEROIN (WHITE),011,False,18,11737427,2014,41.895984293,"{'latitude': '41.895984293', 'longitude': '-87.71510899', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SIDEWALK,-87.71510899,NARCOTICS,2019-07-04T16:09:46.000,27,1152565,1905293,2019,2019-07-04,16:09:46
1271,14,14920,29,124,160,21,57,32,False,1033,028XX S CALIFORNIA AVE,JC324365,30,$500 AND UNDER,010,True,06,11740918,0820,41.840720969,"{'latitude': '41.840720969', 'longitude': '-87.695123141', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SIDEWALK,-87.695123141,THEFT,2019-07-04T16:09:46.000,24,1158156,1885195,2019,2019-07-04,16:09:46
1272,41,21560,24,302,62,7,4,25,False,1423,015XX N WESTERN AVE,JC324725,24,FRAUD OR CONFIDENCE GAME,014,False,11,11737739,1130,41.90913465,"{'latitude': '41.90913465', 'longitude': '-87.68719015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.68719015,DECEPTIVE PRACTICE,2019-07-04T16:09:46.000,1,1160130,1910141,2019,2019-07-04,16:09:46
1273,35,21546,9,497,227,20,61,67,True,0624,078XX S GREENWOOD AVE,JC324197,69,AGGRAVATED: OTHER DANG WEAPON,006,False,04A,11737426,0530,41.752525969,"{'latitude': '41.752525969', 'longitude': '-87.597941967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SIDEWALK,-87.597941967,ASSAULT,2019-07-04T16:09:46.000,8,1184912,1853269,2019,2019-07-04,16:09:46
1274,14,21572,36,704,141,16,30,28,False,1133,006XX S INDEPENDENCE BLVD,JC324060,27,RETAIL THEFT,011,False,06,11737394,0860,41.87328131,"{'latitude': '41.87328131', 'longitude': '-87.71974488', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GAS STATION,-87.71974488,THEFT,2019-07-04T16:09:46.000,24,1151362,1897011,2019,2019-07-04,16:09:46
1275,36,21182,22,626,74,14,6,37,False,1834,003XX N WABASH AVE,JC324071,8,PUBLIC DEMONSTRATION,018,False,24,11737370,3300,41.888267493,"{'latitude': '41.888267493', 'longitude': '-87.627075047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SIDEWALK,-87.627075047,PUBLIC PEACE VIOLATION,2019-07-04T16:09:46.000,42,1176556,1902666,2019,2019-07-04,16:09:46
1276,4,22260,53,348,206,18,60,9,False,0321,067XX S COTTAGE GROVE AVE,JC324477,42,TELEPHONE THREAT,003,False,08A,11737556,2820,41.772556944,"{'latitude': '41.772556944', 'longitude': '-87.605756287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.605756287,OTHER OFFENSE,2019-07-04T16:09:46.000,20,1182718,1860550,2019,2019-07-04,16:09:46
1277,9,21192,12,449,107,24,10,4,False,0224,050XX S STATE ST,JC324048,38,SIMPLE,002,False,08A,11737367,0560,41.802968782,"{'latitude': '41.802968782', 'longitude': '-87.625914653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COMMERCIAL / BUSINESS OFFICE,-87.625914653,ASSAULT,2019-07-04T16:09:46.000,3,1177128,1871586,2019,2019-07-04,16:09:46
1278,45,22216,11,674,84,25,32,26,False,1523,003XX N CENTRAL AVE,JC324045,25,DOMESTIC BATTERY SIMPLE,015,True,08B,11737307,0486,41.886393351,"{'latitude': '41.886393351', 'longitude': '-87.765080772', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NURSING HOME/RETIREMENT HOME,-87.765080772,BATTERY,2019-07-04T16:09:46.000,37,1138983,1901704,2019,2019-07-04,16:09:46
1279,46,4299,41,456,66,16,5,24,True,1112,011XX N MONTICELLO AVE,JC324079,23,SOLICIT NARCOTICS ON PUBLICWAY,011,False,18,11737263,2092,41.90159942,"{'latitude': '41.90159942', 'longitude': '-87.71774003', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SIDEWALK,-87.71774003,NARCOTICS,2019-07-04T16:09:46.000,27,1151834,1907334,2019,2019-07-04,16:09:46
1280,45,4299,41,456,66,16,5,24,True,1112,009XX N HARDING AVE,JC324126,23,MANU/DELIVER:CRACK,011,False,18,11737430,2017,41.897998916,"{'latitude': '41.897998916', 'longitude': '-87.724937194', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SIDEWALK,-87.724937194,NARCOTICS,2019-07-04T16:09:46.000,37,1149884,1906008,2019,2019-07-04,16:09:46
1282,36,14309,22,92,88,22,42,38,False,0111,001XX N STATE ST,JC324031,32,RETAIL THEFT,001,False,06,11737163,0860,41.884650262,"{'latitude': '41.884650262', 'longitude': '-87.627915459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SMALL RETAIL STORE,-87.627915459,THEFT,2019-07-04T16:09:46.000,42,1176338,1901346,2019,2019-07-04,16:09:46
1283,6,21867,44,344,276,13,58,64,False,0823,032XX W 63RD ST,JC324147,66,SIMPLE,008,False,08B,11737243,0460,41.778964595,"{'latitude': '41.778964595', 'longitude': '-87.703743076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CTA BUS,-87.703743076,BATTERY,2019-07-04T16:09:46.000,23,1155972,1862674,2019,2019-07-04,16:09:46
1284,27,22528,42,268,35,11,12,20,False,2411,023XX W MORSE AVE,JC324114,2,HARASSMENT BY ELECTRONIC MEANS,024,False,26,11737271,2826,42.007181538,"{'latitude': '42.007181538', 'longitude': '-87.6889695', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SIDEWALK,-87.6889695,OTHER OFFENSE,2019-07-04T16:09:46.000,50,1159377,1945866,2019,2019-07-04,16:09:46
1285,2,22257,44,370,207,13,23,64,False,0832,066XX S OAKLEY AVE,JC324068,66,DOMESTIC BATTERY SIMPLE,008,True,08B,11737229,0486,41.773329424,"{'latitude': '41.773329424', 'longitude': '-87.680915043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.680915043,BATTERY,2019-07-04T16:09:46.000,16,1162214,1860667,2019,2019-07-04,16:09:46
1287,29,22243,34,657,34,12,17,36,False,1611,067XX W RAVEN ST,JC326006,10,FINANCIAL IDENTITY THEFT $300 AND UNDER,016,False,11,11738898,1154,41.993461972,"{'latitude': '41.993461972', 'longitude': '-87.795857368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.795857368,DECEPTIVE PRACTICE,2019-07-04T16:09:46.000,41,1130358,1940666,2019,2019-07-04,16:09:46
1288,23,21184,8,5,139,15,28,29,False,1225,021XX W POLK ST,JC324865,28,FORCIBLE ENTRY,012,False,05,11738029,0610,41.871432988,"{'latitude': '41.871432988', 'longitude': '-87.679209769', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.679209769,BURGLARY,2019-07-04T16:09:46.000,28,1162407,1896419,2019,2019-07-04,16:09:46
1289,45,4299,4,578,69,25,5,26,False,1531,048XX W RICE ST,JC324021,25,TO PROPERTY,015,True,14,11737253,1310,41.895940726,"{'latitude': '41.895940726', 'longitude': '-87.74709392', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.74709392,CRIMINAL DAMAGE,2019-07-04T16:09:46.000,37,1143857,1905216,2019,2019-07-04,16:09:46
1290,9,14913,48,374,94,22,35,34,False,0131,012XX S WABASH AVE,JC324085,33,RETAIL THEFT,001,False,06,11737877,0860,41.866810739,"{'latitude': '41.866810739', 'longitude': '-87.625817031', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GROCERY FOOD STORE,-87.625817031,THEFT,2019-07-04T16:09:46.000,3,1176963,1894850,2019,2019-07-04,16:09:46
1291,46,22620,16,108,199,14,49,37,False,1822,015XX N KINGSBURY ST,JC324010,8,RETAIL THEFT,018,False,06,11737112,0860,41.910533752,"{'latitude': '41.910533752', 'longitude': '-87.653832316', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OTHER,-87.653832316,THEFT,2019-07-04T16:09:46.000,27,1169206,1910721,2019,2019-07-04,16:09:46
1292,2,21867,44,183,276,13,58,64,False,0823,061XX S WHIPPLE ST,JC324015,66,DOMESTIC BATTERY SIMPLE,008,True,08B,11737221,0486,41.782190886,"{'latitude': '41.782190886', 'longitude': '-87.69956837', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.69956837,BATTERY,2019-07-04T16:09:46.000,16,1157102,1863858,2019,2019-07-04,16:09:46
1293,36,14912,22,92,79,22,29,38,True,0122,001XX W ADAMS ST,JC324052,32,TO LAND,001,False,26,11737230,1330,41.87939118,"{'latitude': '41.87939118', 'longitude': '-87.633114168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESTAURANT,-87.633114168,CRIMINAL TRESPASS,2019-07-05T16:04:22.000,42,1174938,1899418,2019,2019-07-05,16:04:22
1294,46,22620,16,108,199,14,49,37,False,1822,009XX W NORTH AVE,JC324056,8,RETAIL THEFT,018,False,06,11737369,0860,41.910861801,"{'latitude': '41.910861801', 'longitude': '-87.651767806', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SMALL RETAIL STORE,-87.651767806,THEFT,2019-07-04T16:09:46.000,27,1169767,1910845,2019,2019-07-04,16:09:46
1295,14,21572,36,33,155,21,57,30,False,1011,012XX S CENTRAL PARK AVE,JC324001,29,SIMPLE,010,False,08A,11737241,0560,41.865766243,"{'latitude': '41.865766243', 'longitude': '-87.715407543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SIDEWALK,-87.715407543,ASSAULT,2019-07-04T16:09:46.000,24,1152563,1894281,2019,2019-07-04,16:09:46
1296,1,14920,11,203,151,21,43,32,False,1023,020XX S CALIFORNIA AVE,JC324008,30,FROM BUILDING,010,False,06,11737115,0890,41.85437045,"{'latitude': '41.85437045', 'longitude': '-87.695530713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CTA TRAIN,-87.695530713,THEFT,2019-07-04T16:09:46.000,12,1158008,1890168,2019,2019-07-04,16:09:46
1299,40,21190,16,209,180,7,16,23,False,1432,021XX N ELSTON AVE,JC324112,22,OVER $500,014,False,06,11737207,0810,41.92046017,"{'latitude': '41.92046017', 'longitude': '-87.67083136', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",VEHICLE NON-COMMERCIAL,-87.67083136,THEFT,2019-07-04T16:09:46.000,32,1164551,1914302,2019,2019-07-04,16:09:46
1300,37,21202,9,492,246,19,25,44,False,0413,092XX S JEFFERY AVE,JC325995,48,OVER $500,004,False,06,11738826,0810,41.727390329,"{'latitude': '41.727390329', 'longitude': '-87.575475486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE PORCH/HALLWAY,-87.575475486,THEFT,2019-07-04T16:09:46.000,8,1191123,1844163,2019,2019-07-04,16:09:46
1301,26,14917,48,97,147,22,44,29,False,0124,007XX S JEFFERSON ST,JC323999,28,AGGRAVATED: OTHER DANG WEAPON,001,False,04B,11737444,0430,41.873308481,"{'latitude': '41.873308481', 'longitude': '-87.642389186', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARKING LOT/GARAGE(NON.RESID.),-87.642389186,BATTERY,2019-07-04T16:09:46.000,25,1172430,1897181,2019,2019-07-04,16:09:46
1303,43,21861,30,570,250,10,19,45,False,0511,101XX S VERNON AVE,JC323969,49,PAY TV SERVICE OFFENSES,005,False,11,11737200,1245,41.710430748,"{'latitude': '41.710430748', 'longitude': '-87.612632107', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.612632107,DECEPTIVE PRACTICE,2019-07-04T16:09:46.000,9,1181032,1837896,2019,2019-07-04,16:09:46
1304,2,21867,44,111,274,13,58,64,False,0825,062XX S MAPLEWOOD AVE,JC327433,66,FORCIBLE ENTRY,008,False,05,11740028,0610,41.780572262,"{'latitude': '41.780572262', 'longitude': '-87.687342172', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.687342172,BURGLARY,2019-07-04T16:09:46.000,16,1160441,1863293,2019,2019-07-04,16:09:46
1305,2,22257,17,284,204,17,23,65,True,0725,067XX S JUSTINE ST,JC323958,67,TO PROPERTY,007,False,14,11737145,1310,41.771364384,"{'latitude': '41.771364384', 'longitude': '-87.662781509', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL YARD (FRONT/BACK),-87.662781509,CRIMINAL DAMAGE,2019-07-04T16:09:46.000,16,1167166,1859989,2019,2019-07-04,16:09:46
1306,13,21554,18,1,236,20,59,40,False,0622,002XX W 87TH ST,JC324000,44,RETAIL THEFT,006,False,06,11737091,0860,41.736148121,"{'latitude': '41.736148121', 'longitude': '-87.629070243', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OTHER,-87.629070243,THEFT,2019-07-04T16:09:46.000,21,1176467,1847230,2019,2019-07-04,16:09:46
1307,36,21182,22,159,74,14,6,37,False,1834,004XX N CITY FRONT PLAZA DR,JC324845,8,$500 AND UNDER,018,False,06,11737840,0820,41.890132638,"{'latitude': '41.890132638', 'longitude': '-87.621589582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COMMERCIAL / BUSINESS OFFICE,-87.621589582,THEFT,2019-07-04T16:09:46.000,42,1178044,1903358,2019,2019-07-04,16:09:46
1308,2,21867,49,764,269,13,58,61,False,0824,055XX S SACRAMENTO AVE,JC324744,63,FORCIBLE ENTRY,008,False,05,11737712,0610,41.792946233,"{'latitude': '41.792946233', 'longitude': '-87.698659333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE-GARAGE,-87.698659333,BURGLARY,2019-07-04T16:09:46.000,14,1157321,1867779,2019,2019-07-04,16:09:46
1309,35,21202,9,507,222,19,25,42,False,0414,081XX S LUELLA AVE,JC324466,46,FORCIBLE ENTRY,004,False,05,11738014,0610,41.747073428,"{'latitude': '41.747073428', 'longitude': '-87.569813263', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.569813263,BURGLARY,2019-07-04T16:09:46.000,8,1192605,1851349,2019,2019-07-04,16:09:46
1310,13,21554,18,531,233,20,59,70,False,0613,012XX W 87TH ST,JC323957,71,RETAIL THEFT,006,False,06,11737110,0860,41.735931109,"{'latitude': '41.735931109', 'longitude': '-87.653642482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SMALL RETAIL STORE,-87.653642482,THEFT,2019-07-04T16:09:46.000,21,1169761,1847097,2019,2019-07-04,16:09:46
1311,50,21869,20,129,58,12,48,11,False,1623,049XX N MILWAUKEE AVE,JC324272,11,SIMPLE,016,False,08B,11737410,0460,41.97008868,"{'latitude': '41.97008868', 'longitude': '-87.762690091', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CTA TRAIN,-87.762690091,BATTERY,2019-07-04T16:09:46.000,45,1139431,1932207,2019,2019-07-04,16:09:46
1312,14,21572,36,704,141,16,30,28,False,1133,007XX S LAWNDALE AVE,JC325007,27,FORCIBLE ENTRY,011,False,05,11738068,0610,41.872240409,"{'latitude': '41.872240409', 'longitude': '-87.718051192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.718051192,BURGLARY,2019-07-04T16:09:46.000,24,1151826,1896635,2019,2019-07-04,16:09:46
1313,10,21194,1,581,169,24,40,1,False,0211,004XX E 33RD ST,JC324448,35,FROM BUILDING,002,False,06,11737515,0890,41.834650079,"{'latitude': '41.834650079', 'longitude': '-87.616847182', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE PORCH/HALLWAY,-87.616847182,THEFT,2019-07-04T16:09:46.000,4,1179504,1883151,2019,2019-07-04,16:09:46
1314,45,21572,41,584,66,16,30,24,True,1112,007XX N HARDING AVE,JC323964,23,POSS: HEROIN(WHITE),011,False,18,11737087,2024,41.894469279,"{'latitude': '41.894469279', 'longitude': '-87.724834796', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SIDEWALK,-87.724834796,NARCOTICS,2019-07-04T16:09:46.000,37,1149921,1904722,2019,2019-07-04,16:09:46
1315,32,21554,31,475,228,20,59,67,False,0623,075XX S STATE ST,JC323990,69,$500 AND UNDER,006,False,06,11737154,0820,41.757230688,"{'latitude': '41.757230688', 'longitude': '-87.624738576', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GAS STATION,-87.624738576,THEFT,2019-07-04T16:09:46.000,6,1177586,1854922,2019,2019-07-04,16:09:46
1316,36,14311,22,92,93,22,41,38,False,0112,0000X W MADISON ST,JC323981,32,RETAIL THEFT,001,False,06,11737088,0860,41.882013096,"{'latitude': '41.882013096', 'longitude': '-87.628370441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SMALL RETAIL STORE,-87.628370441,THEFT,2019-07-04T16:09:46.000,42,1176222,1900384,2019,2019-07-04,16:09:46
1317,35,22538,9,188,222,19,24,39,True,0414,019XX E 79TH ST,JC323932,43,VEHICLE TITLE/REG OFFENSE,004,False,26,11737170,502R,41.751597811,"{'latitude': '41.751597811', 'longitude': '-87.576719004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.576719004,OTHER OFFENSE,2019-07-04T16:09:46.000,8,1190706,1852981,2019,2019-07-04,16:09:46
1318,37,22538,32,452,217,18,24,39,False,0324,017XX E 71ST PL,JC323965,43,OVER $500,003,False,06,11737111,0810,41.765186495,"{'latitude': '41.765186495', 'longitude': '-87.581991672', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.581991672,THEFT,2019-07-04T16:09:46.000,7,1189224,1857920,2019,2019-07-04,16:09:46
1319,23,14920,11,16,151,21,43,30,False,1023,026XX W 15TH PL,JC323947,29,SIMPLE,010,False,08A,11737259,0560,41.860186842,"{'latitude': '41.860186842', 'longitude': '-87.69182399', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.69182399,ASSAULT,2019-07-04T16:09:46.000,28,1159002,1892295,2019,2019-07-04,16:09:46
1320,49,4299,4,286,194,6,5,24,False,2534,014XX N KEELER AVE,JC323961,23,DOMESTIC BATTERY SIMPLE,025,True,08B,11737099,0486,41.9072231,"{'latitude': '41.9072231', 'longitude': '-87.731337286', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.731337286,BATTERY,2019-07-04T16:09:46.000,26,1148118,1909357,2019,2019-07-04,16:09:46
1321,27,4450,42,40,46,11,12,20,False,2412,028XX W DEVON AVE,JC323938,2,ARMED: HANDGUN,024,False,03,11737351,031A,41.997530696,"{'latitude': '41.997530696', 'longitude': '-87.701394651', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ALLEY,-87.701394651,ROBBERY,2019-07-04T16:09:46.000,50,1156026,1942324,2019,2019-07-04,16:09:46
1322,32,21554,31,495,228,20,59,67,False,0623,0000X W 79TH ST,JC323945,44,SIMPLE,006,False,08A,11737493,0560,41.750940757,"{'latitude': '41.750940757', 'longitude': '-87.625185222', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.625185222,ASSAULT,2019-07-04T16:09:46.000,6,1177483,1852629,2019,2019-07-04,16:09:46
1323,9,21194,48,193,148,22,40,34,False,0132,022XX S MICHIGAN AVE,JC323940,33,SIMPLE,001,False,08B,11737441,0460,41.852426595,"{'latitude': '41.852426595', 'longitude': '-87.623791625', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CTA BUS,-87.623791625,BATTERY,2019-07-04T16:09:46.000,3,1177558,1889613,2019,2019-07-04,16:09:46
1324,39,22616,37,611,6,5,15,31,True,1913,046XX N RACINE AVE,JC323929,3,POSS: CRACK,019,False,18,11737116,2027,41.966366148,"{'latitude': '41.966366148', 'longitude': '-87.659641054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SIDEWALK,-87.659641054,NARCOTICS,2019-07-04T16:09:46.000,46,1167465,1931054,2019,2019-07-04,16:09:46
