,date,Community Areas,Primary Type,Temp_avg,HARDSHIP INDEX,incidents
812426,2015-04-25,59.0,PUBLIC INDECENCY,44.0,91.0,1
819566,2015-05-14,66.0,PUBLIC INDECENCY,55.0,94.0,1
831756,2015-06-15,14.0,PUBLIC INDECENCY,74.0,53.0,1
838953,2015-07-03,57.0,PUBLIC INDECENCY,66.0,5.0,1
849633,2015-07-31,37.0,PUBLIC INDECENCY,77.0,1.0,1
871618,2015-09-26,1.0,PUBLIC INDECENCY,68.0,47.0,1
884868,2015-10-31,20.0,PUBLIC INDECENCY,49.0,46.0,1
888451,2015-11-09,47.0,PUBLIC INDECENCY,43.0,51.0,1
894042,2015-11-25,48.0,PUBLIC INDECENCY,41.0,65.0,1
898255,2015-12-07,65.0,PUBLIC INDECENCY,33.0,94.0,1
900429,2015-12-13,68.0,PUBLIC INDECENCY,55.0,2.0,1
926029,2016-02-25,38.0,PUBLIC INDECENCY,34.0,3.0,1
954415,2016-05-12,26.0,PUBLIC INDECENCY,62.0,73.0,1
954703,2016-05-13,10.0,PUBLIC INDECENCY,55.0,39.0,1
960558,2016-05-28,27.0,PUBLIC INDECENCY,73.0,92.0,1
968058,2016-06-16,38.0,PUBLIC INDECENCY,70.0,3.0,1
973654,2016-06-30,38.0,PUBLIC INDECENCY,68.0,3.0,1
987984,2016-08-05,70.0,PUBLIC INDECENCY,79.0,74.0,1
993410,2016-08-19,62.0,PUBLIC INDECENCY,75.0,29.0,1
996705,2016-08-28,24.0,PUBLIC INDECENCY,77.0,85.0,1
1002507,2016-09-11,60.0,PUBLIC INDECENCY,64.0,69.0,1
1049215,2017-01-16,54.0,PUBLIC INDECENCY,34.0,67.0,1
1061937,2017-02-19,37.0,PUBLIC INDECENCY,52.0,1.0,1
1081455,2017-04-15,32.0,PUBLIC INDECENCY,72.0,96.0,1
1087723,2017-05-02,26.0,PUBLIC INDECENCY,46.0,73.0,1
1097235,2017-05-27,37.0,PUBLIC INDECENCY,65.0,1.0,1
1098695,2017-05-31,24.0,PUBLIC INDECENCY,63.0,85.0,1
1142383,2017-09-21,59.0,PUBLIC INDECENCY,83.0,91.0,1
1149459,2017-10-10,38.0,PUBLIC INDECENCY,61.0,3.0,1
1172090,2017-12-11,37.0,PUBLIC INDECENCY,31.0,1.0,1
1174870,2017-12-19,15.0,PUBLIC INDECENCY,43.0,35.0,1
1211956,2018-04-04,74.0,PUBLIC INDECENCY,31.0,30.0,1
1223454,2018-05-07,32.0,PUBLIC INDECENCY,61.0,96.0,1
1223876,2018-05-08,38.0,PUBLIC INDECENCY,69.0,3.0,1
1238112,2018-06-14,46.0,PUBLIC INDECENCY,73.0,6.0,1
1238373,2018-06-15,23.0,PUBLIC INDECENCY,77.0,23.0,1
1239044,2018-06-16,68.0,PUBLIC INDECENCY,81.0,2.0,1
1240976,2018-06-21,74.0,PUBLIC INDECENCY,65.0,30.0,1
1249812,2018-07-14,25.0,PUBLIC INDECENCY,77.0,10.0,1
1258012,2018-08-04,37.0,PUBLIC INDECENCY,84.0,1.0,1
1275339,2018-09-18,38.0,PUBLIC INDECENCY,71.0,3.0,1
1282367,2018-10-07,25.0,PUBLIC INDECENCY,60.0,10.0,1
1298114,2018-11-19,76.0,PUBLIC INDECENCY,29.0,19.0,1
1300117,2018-11-25,70.0,PUBLIC INDECENCY,37.0,60.0,1
1308464,2018-12-19,4.0,PUBLIC INDECENCY,41.0,57.0,1
1356455,2019-05-07,50.0,PUBLIC INDECENCY,47.0,62.0,1
